time, Quad.IMU.AX
1.134997,-0.242579
1.139997,-0.152503
1.144997,0.148628
1.149998,0.272851
1.154998,-0.256561
1.159998,0.458743
1.164998,-0.050789
1.169999,0.049853
1.174999,-1.016086
1.179999,0.387505
1.184999,-1.691871
1.190000,0.228918
1.195000,0.465801
1.200000,0.660959
1.205000,-1.379148
1.210001,-0.672599
1.215001,0.297473
1.220001,-0.206781
1.225001,-0.428980
1.230001,0.433937
1.235002,-0.488171
1.240002,0.072027
1.245002,-0.766212
1.250002,0.054528
1.255003,-0.211707
1.260003,0.582069
1.265003,0.111191
1.270003,1.071398
1.275004,0.292542
1.280004,0.237307
1.285004,-1.082127
1.290004,-0.138869
1.295004,-0.502596
1.300005,-0.603002
1.305005,-0.205058
1.310005,0.399830
1.315005,-0.481715
1.320006,0.038145
1.325006,-0.935214
1.330006,1.484641
1.335006,-0.002160
1.340007,0.060090
1.345007,-0.279795
1.350007,0.675819
1.355007,-0.655671
1.360008,-0.313191
1.365008,-0.187564
1.370008,0.388418
1.375008,-0.282307
1.380008,-0.491787
1.385009,0.590113
1.390009,0.618830
1.395009,-0.776284
1.400009,-0.598709
1.405010,-0.019876
1.410010,0.699100
1.415010,0.247517
1.420010,-0.391428
1.425011,0.134412
1.430011,0.882715
1.435011,0.389487
1.440011,-0.455545
1.445011,-0.564692
1.450012,0.678055
1.455012,-0.001941
1.460012,-0.571329
1.465012,0.094053
1.470013,-0.154232
1.475013,0.039159
1.480013,0.855439
1.485013,1.063791
1.490014,0.788098
1.495014,0.288923
1.500014,-0.396949
1.505014,0.152387
1.510015,-0.112294
1.515015,-0.755443
1.520015,-0.109680
1.525015,0.186755
1.530015,0.273856
1.535016,-0.405542
1.540016,0.139140
1.545016,0.222647
1.550016,0.269445
1.555017,0.206539
1.560017,0.100353
1.565017,0.664076
1.570017,-0.607876
1.575018,0.111082
1.580018,0.150522
1.585018,0.039073
1.590018,-0.296297
1.595019,0.451373
1.600019,0.373340
1.605019,0.233578
1.610019,-0.270324
1.615019,-0.222630
1.620020,-0.497453
1.625020,0.441079
1.630020,0.073570
1.635020,0.454031
1.640021,-0.222302
1.645021,-0.407866
1.650021,-0.170978
1.655021,-0.696126
1.660022,-0.689883
1.665022,0.175922
1.670022,0.427691
1.675022,0.190757
1.680022,1.385224
1.685023,0.475999
1.690023,0.440896
1.695023,0.204418
1.700023,0.066663
1.705024,0.414695
1.710024,1.032731
1.715024,0.405534
1.720024,0.105369
1.725025,-0.177008
1.730025,-0.006571
1.735025,0.577961
1.740025,0.145701
1.745026,-0.590141
1.750026,0.166911
1.755026,-0.239534
1.760026,0.495127
1.765026,-0.395102
1.770027,0.221579
1.775027,0.842127
1.780027,0.293227
1.785027,-0.003000
1.790028,-0.153436
1.795028,0.133600
1.800028,-0.203638
1.805028,0.271158
1.810029,-0.974884
1.815029,-0.840249
1.820029,-0.205636
1.825029,-0.655419
1.830029,-1.249161
1.835030,0.410901
1.840030,0.820003
1.845030,0.154057
1.850030,0.087089
1.855031,0.152606
1.860031,-0.214213
1.865031,-0.698671
1.870031,0.292506
1.875032,-0.779942
1.880032,0.273204
1.885032,0.385872
1.890032,1.280958
1.895033,0.178896
1.900033,-0.308243
1.905033,0.792221
1.910033,-0.007124
1.915033,0.064930
1.920034,1.068019
1.925034,-0.213676
1.930034,-0.657270
1.935034,0.125695
1.940035,0.475970
1.945035,-0.302015
1.950035,-0.475331
1.955035,0.415302
1.960036,-0.564351
1.965036,0.055462
1.970036,-0.653503
1.975036,-1.084887
1.980036,0.403258
1.985037,0.883615
1.990037,-0.995031
1.995037,-0.032104
2.000037,-1.351694
2.005037,0.367933
2.010037,1.118959
2.015036,-1.007565
2.020036,-0.503682
2.025036,-0.857844
2.030035,0.490179
2.035035,-0.005689
2.040035,0.128233
2.045034,0.880284
2.050034,0.474241
2.055033,0.461580
2.060033,-0.225937
2.065033,-0.140557
2.070032,0.033958
2.075032,0.514838
2.080032,-0.285765
2.085031,0.187647
2.090031,-0.717112
2.095031,-0.032854
2.100030,0.328775
2.105030,-0.454711
2.110029,0.432781
2.115029,0.815962
2.120029,0.265695
2.125028,0.490718
2.130028,-1.419811
2.135028,0.239044
2.140027,-0.613234
2.145027,-1.050995
2.150027,0.057821
2.155026,0.292186
2.160026,0.605201
2.165025,0.664363
2.170025,0.020333
2.175025,-0.265293
2.180024,-0.354524
2.185024,0.374883
2.190024,-0.108577
2.195023,-0.155965
2.200023,0.236129
2.205023,-0.290653
2.210022,0.506807
2.215022,0.631449
2.220021,-0.289196
2.225021,0.148891
2.230021,0.335398
2.235020,-0.246847
2.240020,0.845063
2.245020,0.659500
2.250019,0.453358
2.255019,0.410490
2.260019,-0.028246
2.265018,0.447079
2.270018,0.529535
2.275017,0.182042
2.280017,-0.296286
2.285017,-0.058963
2.290016,-0.150219
2.295016,-0.023084
2.300016,0.641349
2.305015,0.079622
2.310015,-0.117680
2.315015,0.185077
2.320014,0.154665
2.325014,-0.177697
2.330014,0.492947
2.335013,-0.233368
2.340013,0.058606
2.345012,0.686692
2.350012,-0.550862
2.355012,-0.297912
2.360011,0.191463
2.365011,0.110416
2.370011,0.540634
2.375010,0.491845
2.380010,-0.242644
2.385010,0.267690
2.390009,-0.853493
2.395009,0.243750
2.400008,-0.264329
2.405008,-0.331492
2.410008,-0.813845
2.415007,-0.477996
2.420007,-1.132842
2.425007,0.171423
2.430006,-0.692453
2.435006,0.682073
2.440006,-0.693930
2.445005,-0.186769
2.450005,0.562974
2.455004,0.836870
2.460004,0.976469
2.465004,-0.299683
2.470003,-0.278925
2.475003,0.479086
2.480003,-0.081482
2.485002,-0.879388
2.490002,0.049468
2.495002,0.702616
2.500001,-0.538163
2.505001,-0.003112
2.510000,0.154088
2.515000,0.238295
2.520000,-0.917728
2.524999,-0.321789
2.529999,-0.529148
2.534999,0.099948
2.539998,-0.884639
2.544998,0.212791
2.549998,0.254434
2.554997,-0.237034
2.559997,0.134790
2.564996,0.479015
2.569996,-0.625042
2.574996,-0.332755
2.579995,-0.319233
2.584995,0.555306
2.589995,-0.532132
2.594994,-0.549159
2.599994,0.086255
2.604994,0.464219
2.609993,-0.630600
2.614993,0.472339
2.619992,0.582703
2.624992,-0.008967
2.629992,-0.311238
2.634991,0.341743
2.639991,-0.540022
2.644991,-0.166547
2.649990,0.107547
2.654990,-0.852975
2.659990,0.144540
2.664989,0.907544
2.669989,-0.100473
2.674989,-0.062449
2.679988,0.109086
2.684988,0.155120
2.689987,0.082276
2.694987,-1.019751
2.699987,0.251922
2.704986,-0.189693
2.709986,-0.192811
2.714986,0.461515
2.719985,-0.172859
2.724985,0.566346
2.729985,-0.130629
2.734984,0.411960
2.739984,0.240200
2.744983,-0.724191
2.749983,-0.078444
2.754983,0.327205
2.759982,0.131957
2.764982,-0.061258
2.769982,-0.106572
2.774981,-0.910985
2.779981,0.123012
2.784981,0.767675
2.789980,-0.494896
2.794980,1.352824
2.799979,-0.805096
2.804979,-0.903187
2.809979,-0.284879
2.814978,-0.011388
2.819978,-0.323182
2.824978,-0.578594
2.829977,0.668592
2.834977,-1.162821
2.839977,-0.388797
2.844976,0.298296
2.849976,-0.242350
2.854975,-0.389073
2.859975,-0.194181
2.864975,-0.515273
2.869974,-0.294686
2.874974,0.246370
2.879974,0.684342
2.884973,-0.710529
2.889973,0.659389
2.894973,0.178490
2.899972,-0.404096
2.904972,-0.672847
2.909971,1.052549
2.914971,0.424246
2.919971,0.642089
2.924970,-0.344527
2.929970,0.369685
2.934970,-0.323684
2.939969,0.239143
2.944969,-0.210275
2.949969,-0.112622
2.954968,-0.144455
2.959968,0.701188
2.964967,0.037618
2.969967,0.185220
2.974967,-0.711539
2.979966,0.978474
2.984966,-0.431224
2.989966,-0.326279
2.994965,-0.502804
2.999965,-0.381453
3.004965,-0.801898
3.009964,0.137567
3.014964,-0.369338
3.019964,0.380254
3.024963,-0.684667
3.029963,-0.369359
3.034962,0.413171
3.039962,0.742122
3.044962,0.245952
3.049961,0.207737
3.054961,0.566521
3.059961,-0.882346
3.064960,1.027954
3.069960,0.770577
3.074960,0.437985
3.079959,-0.089207
3.084959,0.377164
3.089958,-0.278391
3.094958,-0.093917
3.099958,-0.460245
3.104957,-0.194866
3.109957,-0.404738
3.114957,0.029764
3.119956,-0.265057
3.124956,0.019185
3.129956,-0.514636
3.134955,-0.915968
3.139955,0.366889
3.144954,0.394132
3.149954,-0.781658
3.154954,-0.419696
3.159953,0.021652
3.164953,0.415242
3.169953,0.612819
3.174952,0.301267
3.179952,0.432945
3.184952,0.039351
3.189951,0.066118
3.194951,-0.283141
3.199950,-0.440591
3.204950,0.281622
3.209950,0.506960
3.214949,0.011713
3.219949,-0.263481
3.224949,-0.401991
3.229948,0.205073
3.234948,-0.543377
3.239948,0.010969
3.244947,-0.581154
3.249947,-0.841898
3.254946,-0.508515
3.259946,0.516050
3.264946,-0.013534
3.269945,-0.284209
3.274945,0.776519
3.279945,-0.021592
3.284944,0.471212
3.289944,-0.780188
3.294944,0.590576
3.299943,0.761384
3.304943,0.229745
3.309942,0.099103
3.314942,-0.740983
3.319942,0.678380
3.324941,-0.318184
3.329941,-0.739042
3.334941,0.302378
3.339940,-0.325163
3.344940,0.039096
3.349940,0.735395
3.354939,0.285597
3.359939,0.140635
3.364938,0.411431
3.369938,0.882051
3.374938,0.444288
3.379937,0.195816
3.384937,0.302295
3.389937,-0.070505
3.394936,-0.527229
3.399936,-0.588117
3.404936,0.400636
3.409935,-0.452883
3.414935,-0.678712
3.419935,-0.049975
3.424934,-0.226018
3.429934,-0.631911
3.434933,-0.752539
3.439933,-0.030051
3.444933,0.079256
3.449932,0.032359
3.454932,0.227946
3.459932,-0.202720
3.464931,0.110273
3.469931,0.254939
3.474931,0.299396
3.479930,0.083220
3.484930,0.158880
3.489929,-0.292364
3.494929,-0.697594
3.499929,0.151883
3.504928,0.111510
3.509928,1.126738
3.514928,-0.194995
3.519927,0.832624
3.524927,0.759918
3.529927,0.387049
3.534926,0.010104
3.539926,-0.965577
3.544925,0.534133
3.549925,0.332920
3.554925,0.468123
3.559924,0.921636
3.564924,-0.564506
3.569924,0.811094
3.574923,-0.252298
3.579923,0.121933
3.584923,-0.102674
3.589922,-0.131135
3.594922,0.491550
3.599921,0.601760
3.604921,-0.974082
3.609921,0.100706
3.614920,0.662750
3.619920,-0.252955
3.624920,0.061195
3.629919,-0.056194
3.634919,-0.033822
3.639919,-0.232332
3.644918,-0.070982
3.649918,0.170004
3.654917,0.162128
3.659917,0.192594
3.664917,0.169351
3.669916,0.155788
3.674916,0.213872
3.679916,-0.435811
3.684915,-0.226769
3.689915,0.286802
3.694915,0.041916
3.699914,0.864819
3.704914,0.373076
3.709913,-0.474956
3.714913,-0.432549
3.719913,-0.300691
3.724912,-0.386054
3.729912,-0.498917
3.734912,-0.526771
3.739911,0.125648
3.744911,0.316868
3.749911,0.188041
3.754910,-0.918139
3.759910,-0.912307
3.764910,0.597888
3.769909,-0.127853
3.774909,-0.075604
3.779908,0.068569
3.784908,-0.153022
3.789908,0.111053
3.794907,0.410499
3.799907,0.255304
3.804907,0.248239
3.809906,0.277774
3.814906,0.240098
3.819906,0.422042
3.824905,0.630481
3.829905,-0.305024
3.834904,0.610668
3.839904,0.519469
3.844904,0.500601
3.849903,0.583670
3.854903,0.277993
3.859903,-0.283741
3.864902,-0.030989
3.869902,0.594119
3.874902,0.093638
3.879901,0.913116
3.884901,0.942790
3.889900,0.171928
3.894900,-0.023282
3.899900,0.253471
3.904899,0.423891
3.909899,0.108932
3.914899,0.324262
3.919898,-0.125220
3.924898,-0.612954
3.929898,0.635390
3.934897,-0.882303
3.939897,0.001062
3.944896,-0.376184
3.949896,-0.208533
3.954896,0.133221
3.959895,0.092790
3.964895,0.045702
3.969895,-0.372134
3.974894,-0.493092
3.979894,0.607250
3.984894,0.182111
3.989893,-0.159740
3.994893,0.115998
3.999892,-0.275308
4.004892,-0.463314
4.009892,0.166436
4.014892,-1.003392
4.019891,1.056548
4.024891,0.122863
4.029891,-0.038740
4.034890,-0.797622
4.039890,-0.380400
4.044889,0.402040
4.049889,0.724839
4.054889,-0.357562
4.059888,0.060910
4.064888,-0.065755
4.069888,0.823577
4.074887,0.638989
4.079887,0.016757
4.084887,0.413702
4.089886,-0.728327
4.094886,-0.891966
4.099885,-0.348517
4.104885,-0.275528
4.109885,-0.237987
4.114884,-0.216602
4.119884,-0.705395
4.124884,0.071297
4.129883,-0.479057
4.134883,0.245894
4.139883,-0.905581
4.144882,-0.311639
4.149882,-0.108833
4.154881,-0.497338
4.159881,-0.368764
4.164881,-0.115619
4.169880,0.499949
4.174880,0.514320
4.179880,0.344597
4.184879,0.837402
4.189879,0.323593
4.194879,0.521395
4.199878,-0.772939
4.204878,0.311711
4.209877,0.188992
4.214877,0.187301
4.219877,0.002815
4.224876,-1.002012
4.229876,0.662821
4.234876,0.198585
4.239875,-0.593776
4.244875,-1.016561
4.249875,0.634138
4.254874,-0.445967
4.259874,-0.795342
4.264874,-0.105724
4.269873,0.021798
4.274873,-0.359194
4.279872,-0.898265
4.284872,-0.427648
4.289872,-0.995071
4.294871,-0.346419
4.299871,-0.312681
4.304871,-1.009201
4.309870,-0.385255
4.314870,1.406390
4.319870,0.218364
4.324869,0.863544
4.329869,0.324942
4.334868,-0.373286
4.339868,0.448961
4.344868,-0.420397
4.349867,0.672536
4.354867,0.104386
4.359867,-0.370074
4.364866,0.927989
4.369866,-0.235145
4.374866,-0.897892
4.379865,-0.587690
4.384865,0.041297
4.389864,0.438035
4.394864,0.302233
4.399864,0.130944
4.404863,0.188057
4.409863,-0.240335
4.414863,0.155584
4.419862,1.007109
4.424862,-0.286133
4.429862,1.090199
4.434861,0.814060
4.439861,0.896556
4.444860,0.108512
4.449860,-0.233555
4.454860,0.014065
4.459859,0.769474
4.464859,-0.224334
4.469859,0.715649
4.474858,0.139847
4.479858,-0.304502
4.484858,0.677399
4.489857,-0.931455
4.494857,-0.002695
4.499856,0.526203
4.504856,-0.369163
4.509856,-0.663471
4.514855,0.031996
4.519855,0.260486
4.524855,0.215099
4.529854,-0.196150
4.534854,0.108154
4.539854,0.156623
4.544853,-0.041566
4.549853,-0.781476
4.554852,0.033084
4.559852,-0.459747
4.564852,-0.470770
4.569851,0.637936
4.574851,-0.279510
4.579851,0.273620
4.584850,0.353819
4.589850,0.156629
4.594850,0.124485
4.599849,0.584743
4.604849,0.323350
4.609848,0.506549
4.614848,-0.387102
4.619848,0.700502
4.624847,0.739627
4.629847,0.478208
4.634847,-0.004353
4.639846,-0.807981
4.644846,-0.337427
4.649846,-1.034387
4.654845,-0.154062
4.659845,0.148910
4.664845,-0.197101
4.669844,-0.157445
4.674844,0.203746
4.679843,0.052764
4.684843,0.040606
4.689843,-0.253407
4.694842,0.706833
4.699842,0.470752
4.704842,-0.309152
4.709841,0.729759
4.714841,0.533153
4.719841,0.418794
4.724840,0.123051
4.729840,0.419988
4.734839,0.008262
4.739839,-0.397367
4.744839,-0.275913
4.749838,-0.387868
4.754838,0.031035
4.759838,0.023878
4.764837,0.543794
4.769837,0.905248
4.774837,-0.482689
4.779836,0.059082
4.784836,0.207893
4.789835,-0.465944
4.794835,-0.531672
4.799835,0.914888
4.804834,-0.376121
4.809834,0.807449
4.814834,0.432462
4.819833,0.219903
4.824833,-0.027839
4.829833,0.398918
4.834832,-0.013022
4.839832,0.461215
4.844831,0.734938
4.849831,-0.358112
4.854831,-1.664835
4.859830,0.660877
4.864830,0.234683
4.869830,0.704647
4.874829,0.097511
4.879829,-0.263393
4.884829,-0.366403
4.889828,-0.695588
4.894828,-0.346562
4.899827,-0.043644
4.904827,0.028105
4.909827,-0.275939
4.914826,-1.218220
4.919826,0.452534
4.924826,-0.830128
4.929825,-0.466783
4.934825,-0.073996
4.939825,-0.072845
4.944824,0.444541
4.949824,0.594036
4.954823,-0.137040
4.959823,-0.217044
4.964823,-0.558101
4.969822,-0.183661
4.974822,-0.099655
4.979822,0.949979
4.984821,-0.270255
4.989821,0.590575
4.994821,-0.446149
4.999820,0.127252
5.004820,0.401873
5.009820,0.159220
5.014819,-0.123153
5.019819,0.229779
5.024818,-0.314370
5.029818,-0.296499
5.034818,-0.107243
5.039817,-0.232590
5.044817,0.368640
5.049817,-1.106839
5.054816,-0.197409
5.059816,0.268198
5.064816,0.431692
5.069815,0.069830
5.074815,0.082634
5.079814,0.507346
5.084814,-1.427129
5.089814,-0.731216
5.094813,-0.259811
5.099813,-0.304188
5.104813,-0.637662
5.109812,1.052675
5.114812,0.527178
5.119812,-0.706213
5.124811,-0.566709
5.129811,0.793136
5.134810,0.279883
5.139810,-1.117484
5.144810,-0.254859
5.149809,-0.037941
5.154809,-0.223900
5.159809,0.139017
5.164808,0.305669
5.169808,0.054653
5.174808,-0.148519
5.179807,0.387052
5.184807,-0.168920
5.189806,0.103273
5.194806,0.518064
5.199806,-0.927305
5.204805,-0.434791
5.209805,-0.094558
5.214805,-0.190006
5.219804,0.007227
5.224804,0.320902
5.229804,0.181516
5.234803,0.211691
5.239803,-0.539129
5.244802,-0.195826
5.249802,-0.339605
5.254802,-0.390110
5.259801,-0.324417
5.264801,0.132627
5.269801,0.249311
5.274800,1.230802
5.279800,-0.019820
5.284800,0.196216
5.289799,0.433321
5.294799,-1.258365
5.299798,0.073763
5.304798,0.203153
5.309798,-0.545581
5.314797,-0.669816
5.319797,1.180371
5.324797,-0.135413
5.329796,-0.339858
5.334796,0.631690
5.339796,-0.086715
5.344795,-1.178440
5.349795,-0.573995
5.354795,0.249320
5.359794,-0.189671
5.364794,0.192755
5.369793,-0.004644
5.374793,0.254734
5.379793,-1.185791
5.384792,0.431777
5.389792,0.488036
5.394792,0.034140
5.399791,-0.629270
5.404791,0.626773
5.409791,-0.009987
5.414790,0.022454
5.419790,-0.521428
5.424789,0.537403
5.429789,0.567543
5.434789,0.032098
5.439788,0.134496
5.444788,0.647272
5.449788,-1.462411
5.454787,0.660730
5.459787,0.088334
5.464787,-0.013781
5.469786,1.300851
5.474786,0.248335
5.479785,0.310045
5.484785,0.037729
5.489785,0.056142
5.494784,0.073638
5.499784,-0.752346
5.504784,0.901766
5.509783,0.506724
5.514783,0.419947
5.519783,0.327252
5.524782,0.560064
5.529782,0.059257
5.534781,0.611677
5.539781,0.210814
5.544781,0.896969
5.549780,0.045894
5.554780,-0.034129
5.559780,0.037165
5.564779,-0.930217
5.569779,-0.281933
5.574779,1.023858
5.579778,-1.136259
5.584778,-1.248453
5.589777,-0.570089
5.594777,-0.290572
5.599777,-0.519228
5.604776,-0.066373
5.609776,0.616231
5.614776,-0.183921
5.619775,-0.180730
5.624775,-1.005016
5.629775,-0.370609
5.634774,-0.827654
5.639774,-0.197463
5.644773,0.052799
5.649773,-0.169656
5.654773,-0.070683
5.659772,0.049830
5.664772,0.038597
5.669772,-0.053712
5.674771,-0.108204
5.679771,0.033630
5.684771,-0.708361
5.689770,-0.142166
5.694770,0.480497
5.699769,-0.327697
5.704769,-0.813859
5.709769,0.159742
5.714768,0.051064
5.719768,-0.166409
5.724768,-1.561134
5.729767,-0.960698
5.734767,0.268923
5.739767,-0.486217
5.744766,-0.173242
5.749766,0.022362
5.754766,-0.158734
5.759765,0.311748
5.764765,0.267922
5.769764,-0.378113
5.774764,1.003008
5.779764,0.382208
5.784763,0.033875
5.789763,0.304950
5.794763,-0.626403
5.799762,0.403386
5.804762,0.410691
5.809762,-0.393606
5.814761,0.360488
5.819761,0.106321
5.824760,0.204906
5.829760,1.479921
5.834760,-0.513127
5.839759,0.573364
5.844759,0.288529
5.849759,-0.406326
5.854758,-0.066951
5.859758,0.590283
5.864758,-0.343776
5.869757,-0.349448
5.874757,0.132372
5.879756,0.067564
5.884756,-0.068398
5.889756,0.682059
5.894755,-0.494628
5.899755,-0.310324
5.904755,-0.272542
5.909754,0.335814
5.914754,-0.396181
5.919754,-0.672853
5.924753,-0.641148
5.929753,-0.346462
5.934752,-0.473057
5.939752,0.061765
5.944752,-0.167077
5.949751,0.092258
5.954751,-0.431379
5.959751,0.073159
5.964750,0.866843
5.969750,-0.418696
5.974750,-0.546821
5.979749,-0.712462
5.984749,-0.180147
5.989748,-0.437664
5.994748,-0.162324
5.999748,0.946023
6.004747,0.630874
6.009747,0.263313
6.014747,0.223981
6.019746,0.225921
6.024746,0.698145
6.029746,0.078760
6.034745,0.709290
6.039745,0.064491
6.044744,0.143235
6.049744,0.172074
6.054744,-0.501857
6.059743,0.566214
6.064743,-0.451370
6.069743,0.506913
6.074742,0.775833
6.079742,-0.422271
6.084742,0.728554
6.089741,0.215870
6.094741,0.329963
6.099741,-0.823001
6.104740,0.812206
6.109740,-0.396808
6.114739,0.564851
6.119739,0.178018
6.124739,-0.075097
6.129738,-0.856125
6.134738,0.133480
6.139738,-0.362858
6.144737,-0.158705
6.149737,-0.405897
6.154737,-0.015472
6.159736,-0.451195
6.164736,0.425310
6.169735,0.705992
6.174735,0.552230
6.179735,0.469812
6.184734,0.114546
6.189734,-0.703566
6.194734,0.715978
6.199733,-0.002694
6.204733,-0.249401
6.209733,0.515931
6.214732,0.701044
6.219732,0.383892
6.224731,-0.024860
6.229731,-0.004405
6.234731,-0.130960
6.239730,-0.137917
6.244730,0.414080
6.249730,1.344922
6.254729,-0.418775
6.259729,-0.336395
6.264729,-0.325483
6.269728,-0.380915
6.274728,-0.439831
6.279727,-0.786239
6.284727,0.963962
6.289727,0.354490
6.294726,-0.391066
6.299726,-0.682775
6.304726,0.743125
6.309725,1.017432
6.314725,0.387088
6.319725,0.108744
6.324724,-0.800996
6.329724,0.202599
6.334723,0.734254
6.339723,-0.347041
6.344723,-0.418588
6.349722,0.070571
6.354722,-0.255112
6.359722,-0.097157
6.364721,-0.267827
6.369721,-0.023038
6.374721,-0.469826
6.379720,0.571540
6.384720,0.119568
6.389719,-0.109049
6.394719,0.123682
6.399719,0.670933
6.404718,0.068375
6.409718,0.662134
6.414718,-0.268988
6.419717,-0.336702
6.424717,0.257899
6.429717,0.304844
6.434716,-0.458500
6.439716,0.415831
6.444715,-0.037335
6.449715,-0.619016
6.454715,0.283264
6.459714,-0.772578
6.464714,1.073259
6.469714,-0.543451
6.474713,-0.627663
6.479713,0.288247
6.484713,0.017478
6.489712,0.444769
6.494712,0.243495
6.499712,0.335801
6.504711,-0.444944
6.509711,0.232695
6.514710,-0.888966
6.519710,0.004334
6.524710,0.335392
6.529709,-0.160809
6.534709,-0.405951
6.539709,0.303302
6.544708,0.002840
6.549708,-0.491873
6.554708,0.497676
6.559707,0.457157
6.564707,-0.400065
6.569706,-0.260851
6.574706,-0.349645
6.579706,-0.461158
6.584705,0.649995
6.589705,-0.389366
6.594705,-0.268863
6.599704,-0.743793
6.604704,-0.103590
6.609704,-1.030730
6.614703,0.044732
6.619703,-1.835556
6.624702,-1.032814
6.629702,0.340470
6.634702,0.388432
6.639701,-0.120454
6.644701,-0.211144
6.649701,0.056200
6.654700,-0.274331
6.659700,-0.025779
6.664700,-0.091076
